Nome;Preço;Change;Percentual;Data
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:26:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:26:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:26:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:27:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:27:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:27:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:27:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:27:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:27:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:28:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:28:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:28:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:28:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:28:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:28:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:29:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:29:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:29:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:29:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:29:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:29:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:30:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:30:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:30:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:30:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:30:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:30:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:31:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:31:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:31:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:31:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:31:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:31:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:32:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:32:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:32:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:32:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:32:02
USD/BRL - US Dollar Brazil Real;3.9382;-0.0272;-0.69;2019-05-04 13:32:02
